Index,Index,autores,data_apresentacao,ementa,proposicao,situacoes,urls
343,343, Jair Bolsonaro.,2003-02-21,,EMC-42/2003 MPV10303 => MPV-103/2003,,Prop_Detalhe.asp?id=105578
344,344, Jair Bolsonaro - PTB/RJ e outros.,2003-07-01,"Suprima-se, no art. 1º, da Proposta de Emenda à Constituição nº 40, de 2003, a alteração proposta para o texto do § 7º, do art. 40, da Constituição Federal.",EMC-43/2003 PEC04003 => PEC-40/2003,,Prop_Detalhe.asp?id=122461
345,345, Jair Bolsonaro - PTB/RJ e outros.,2003-07-01,"Suprima-se, no art. 2º, da Proposta de Emenda à Constituição nº 40, de 2003, a alteração proposta para o texto do § 1º, do art. 8º, da Emenda Constitucional nº 20, de 15 de dezembro de 1998.",EMC-44/2003 PEC04003 => PEC-40/2003,,Prop_Detalhe.asp?id=122462
346,346, Jair Bolsonaro - PTB/RJ e outros.,2003-07-01,"Suprima-se, no art. 1º, da Proposta de Emenda à Constituição nº 40, de 2003, a alteração proposta para o texto do § 8º, do art. 40, da Constituição Federal.",EMC-45/2003 PEC04003 => PEC-40/2003,,Prop_Detalhe.asp?id=122463
347,347, Jair Bolsonaro.,2003-02-21,,EMC-50/2003 MPV10303 => MPV-103/2003,,Prop_Detalhe.asp?id=105594
348,348, Jair Bolsonaro.,2003-02-21,,EMC-64/2003 MPV10303 => MPV-103/2003,,Prop_Detalhe.asp?id=105608
349,349, Jair Bolsonaro - PTB/RJ e outros.,2003-07-03,"Aplica-se o disposto no art. 37, inciso XI aos militares dos Estados, do Distrito Federal e dos Territórios e a seus pensionistas.",EMC-79/2003 PEC04003 => PEC-40/2003,,Prop_Detalhe.asp?id=122885
350,350, Jair Bolsonaro - PTB/RJ.,2003-07-10,Sugere ao Excelentíssimo Senhor Presidente da República a apresentação de Projeto de Lei dispondo sobre confirmação de posto ou graduação de militares reformados das Forças Armadas.,INC-702/2003,Arquivada,Prop_Detalhe.asp?id=124344
351,351, Jair Bolsonaro - PTB/RJ.,2003-11-26,"Altera a redação do art. 53 e o parágrafo único do art. 59 da Lei nº 10.406, de 10 de janeiro de 2002, que institui o Código Civil. Explicação: Altera a expressão ""fins não econômicos"", para ""sem fins lucrativos"" na definição de associações, e autorizando a assembléia a deliberar sobre destituição dos administradores e mudanças no estatuto, com qualquer número a partir da segunda convocação.",PL-2602/2003,Tramitando em Conjunto,Prop_Detalhe.asp?id=145628
352,352, Jair Bolsonaro - PTB/RJ.,2003-03-26,"Acrescenta dispositivo à Lei nº 4.898, de 9 de dezembro de 1965, que ""regula o Direito de Representação e o processo de Responsabilidade Administrativa Civil e Penal, nos casos de abuso de autoridade"". Explicação: Inclui como abuso de autoridade o ato de direta ou indiretamente deixar de cumprir sentença transitada em julgado.",PL-515/2003,Aguardando Designação de Relator,Prop_Detalhe.asp?id=108186
353,353, Jair Bolsonaro - PTB/RJ.,2003-08-07,"Denomina ""Sala de Imprensa Jornalista Roberto Marinho"", o espaço destinado aos profissionais de imprensa que cobrem as atividades da Câmara dos Deputados.",PRC-60/2003,Aguardando Parecer,Prop_Detalhe.asp?id=127234
354,354, Jair Bolsonaro - PTB/RJ e outros.,2003-09-04,"Contra a apreciação conclusiva das Comissões de Educação e Cultura - CEC e de Constituição e Justiça e de Redação - CCJR, sobre o PL nº 379, de 2003, que ""Institui o Dia Nacional do Orgulho Gay e da Consciência Homossexual"".",REC-60/2003 => PL-379/2003,Tramitando em Conjunto,Prop_Detalhe.asp?id=131720
355,355, Jair Bolsonaro - PTB/RJ.,2003-10-30,Requer a convocação do Senhor Ministro de Estado da Defesa para prestar informações sobre a falta de previsão e de data base para reajustes da remuneração dos militares e a falta de reposição salarial desde janeiro de 2001.,REQ-103/2003 CREDN,Arquivada,Prop_Detalhe.asp?id=140160
356,356, Jair Bolsonaro - PTB/RJ.,2003-03-13,"Requer o desarquivamento de proposições.

",REQ-409/2003 => PEC-301/1996,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=106502
357,357, Jair Bolsonaro - PTB/RJ.,2003-12-04,"requer a inclusão da PEC nº 301, de 1996, que tramita apensada à PEC nº 171, de 1993, na Ordem do Dia da reunião imediata da CCJR, pendente de parecer, nos termos do § 4º do art. 52, do Regimento Interno.",REQ-65/2003 CCJC => PEC-301/1996,Arquivada,Prop_Detalhe.asp?id=147057
358,358, Jair Bolsonaro - PTB/RJ.,2003-04-23,"Requer o desarquivamento do PDC nº 365 / 1993.

",REQ-662/2003 => PDC-365/1993,Arquivada,Prop_Detalhe.asp?id=112541
359,359, Jair Bolsonaro - PTB/RJ.,2003-03-13,Convocação de militar da reserva para esclarecimentos sobre previdência.,REQ-8/2003 REFPREVI,Arquivada,Prop_Detalhe.asp?id=106599
360,360, Jair Bolsonaro - PTB/RJ.,2003-06-12,Solicita informações ao Senhor Ministro de Estado da Justiça sobre fiscalização de trens e eventuais apreensões de carga ilícita. Explicação: Ministro Márcio Thomaz Bastos.,RIC-501/2003,Arquivada,Prop_Detalhe.asp?id=119949
361,361, Jair Bolsonaro - PTB/RJ.,2003-06-12,"Solicita informações ao Senhor Ministro de Estado da Educação sobre matrículas de servidores públicos transferidos de sede ex officio, bem como de seus dependentes legais. Explicação: Ministro Cristóvam Buarque.",RIC-502/2003,Arquivada,Prop_Detalhe.asp?id=119950
362,362, Jair Bolsonaro - PTB/RJ.,2003-07-02,Solicita informações ao Senhor Ministro de Estado da Defesa sobre os Fundos de Saúde das Forças Armadas. Explicação: Ministro José Viegas Filho.,RIC-546/2003,Arquivada,Prop_Detalhe.asp?id=122663
363,363, Jair Bolsonaro - PPB/RJ.,2002-12-05,"Dá nova redação ao parágrafo 7º, do art. 226 da Constituição Federal. Explicação: Estabelece a responsabilildade do Estado para prover recursos educacionais, materiais e científicos  necessários ao planejamento familiar, inclusive com a realização  de vasectomia e laqueadura de trompas para maiores de 21 anos.",PEC-584/2002,Aguardando Criação de Comissão Temporária,Prop_Detalhe.asp?id=100502
364,364, Jair Bolsonaro.,2002-02-28,"Altera o inciso II do § 3º do art. 6º da Lei nº 8.987, de 13 de fevereiro de 1995, e dá outras providências, vedando a interrupção da prestação de serviços públicos por atraso no pagamento inferior a sessenta dias.",PL-6181/2002,Tramitando em Conjunto,Prop_Detalhe.asp?id=44865
365,365, Jair Bolsonaro - PPB/RJ.,2002-05-15,"Altera dispositivos da Lei nº 8.059, de 4 de julho de 1990, que dispõe sobre a pensão especial devida aos ex-combatentes da Segunda Guerra Mundial e a seus dependentes. Explicação: Estabelece a pensão especial integral para a viúva do ex combatente; reconhece a união estável; garante que no caso de haver a extinção do benefício será feita a redistribuição da pensão tronco aos demais dependentes.",PL-6799/2002,Arquivada,Prop_Detalhe.asp?id=51989
366,366, Jair Bolsonaro - PPB/RJ.,2002-08-28,Dispõe sobre o exercício da profissão de Topógrafo.,PL-7173/2002,Pronta para Pauta,Prop_Detalhe.asp?id=67360
367,367, Jair Bolsonaro - PPB/RJ.,2002-08-28,"Contra apreciação conclusiva da Comissão Especial sobre o PL. 3846, de 2000, que ""Dispõe sobre a Ordenação da Aviação Civil, cria a Agência Nacional de Aviação Civil - ANAC e dá outras providências"".",REC-252/2002 => PL-3846/2000,Arquivada,Prop_Detalhe.asp?id=67277
368,368, Jair Bolsonaro - PPB/RJ.,2002-12-18,"Recorre contra decisão de dispensa do interstício para a apreciação da PEC nº 559, de 2002, que ""acrescenta o art. 149-A à Constituição Federal instituindo contribuição para custeio do serviço de iluminação pública nos Municípios e no Distrito Federal"".",REC-257/2002 => PEC-559/2002,,Prop_Detalhe.asp?id=102980
369,369, Jair Bolsonaro - PPB/RJ.,2002-06-12,"Solicita informações ao Senhor Ministro Chefe da Casa Civil da Presidência da República sobre amparo legal para pagamento de policiais, bombeiros e pensionistas da Polícia Militar e do Corpo de Bombeiros Militar do antigo Distrito Federal.
 Explicação: Considera os termos da Medida Provisória 2131, de 2000 e 2218, de 2001.
Ministro Pedro Parente.",RIC-4504/2002,Arquivada,Prop_Detalhe.asp?id=56501
370,370, Jair Bolsonaro - PPB/RJ.,2002-06-12,"Solicita informações ao Senhor Ministro de Estado da Fazenda sobre amparo legal para pagamento de policiais, bombeiros e pensionistas da Polícia Militar e do Corpo de Bombeiros Militar do antigo Distrito Federal. Explicação: Considera os termos da Medida Provisória 2131, de 2000 e 2218, de 2001.
Ministro Pedro Malan.",RIC-4505/2002,Arquivada,Prop_Detalhe.asp?id=56502
371,371, Jair Bolsonaro - PPB/RJ.,2002-06-12,"Solicita informações ao Senhor Ministro de Estado do Planejamento Orçamento e Gestão sobre amparo legal para pagamento de policiais, bombeiros e pensionistas da Polícia Militar e do Corpo de Bombeiros Militar do antigo Distrito Federal. Explicação: Considera os termos da Medida Provisória 2131, de 2000 e 2218, de 2001.
Ministro Guilherme Gomes Dias.",RIC-4506/2002,Arquivada,Prop_Detalhe.asp?id=56504
372,372, Jair Bolsonaro - PPB/RJ.,2002-06-25,"Solicita informações ao Ministério da Defesa sobre a não aplicação da Lei nº 10.331, de 18 de dezembro de 2001, aos militares da ativa, na inatividade e pensionistas das Forças Armadas, inclusive ex-combatentes. Explicação: Aumento de 3,5%(três vírgula cinco por cento).
Ministro Geraldo Quintão.",RIC-4552/2002,Arquivada,Prop_Detalhe.asp?id=59423
373,373, Jair Bolsonaro - PPB/RJ.,2002-06-25,"Solicita informações ao Ministério da Fazenda sobre a não aplicação da Lei nº 10.331, de 18 de dezembro de 2001, aos militares da ativa, na inatividade e pensionistas das Forças Armadas, inclusive ex-combatentes. Explicação: Aumento de 3,5 %(três vírgula cinco por cento)
Ministro Pedro Malan.",RIC-4553/2002,Arquivada,Prop_Detalhe.asp?id=59424
374,374, Jair Bolsonaro - PPB/RJ.,2002-06-25,"Solicita informações ao Ministro-Chefe da Casa Civil da Presidência da República sobre a não aplicação da Lei nº 10.331, de 18 de dezembro de 2001, aos militares da ativa, na inatividade e pensionistas das Forças Armadas, inclusive ex-combatentes. Explicação: Aumento de 3,5 % (três vírgula cinco por cento).
Ministro Pedro Parente.",RIC-4554/2002,Arquivada,Prop_Detalhe.asp?id=59425
375,375, Jair Bolsonaro - PPB/RJ.,2002-06-25,"Solicita informações ao Ministério do Planejamento, Orçamento e Gestão sobre a não aplicação da Lei nº 10.331, de 18 de dezembro de 2001, aos militares da ativa, na inatividade e pensionistas das Forças Armadas, inclusive ex-combatentes. Explicação: Aumento de 3,5% (três vírgula cinco por cento).
Ministro Martus Tavares.",RIC-4555/2002,Arquivada,Prop_Detalhe.asp?id=59426
376,376, Jair Bolsonaro - PPB/RJ.,2002-08-07,Solicita informações ao Ministério da Defesa sobre arrecadação e emprego de recursos relacionados com Fundos de Saúde das Forças Armadas. Explicação: Ministro Geraldo Quintão.,RIC-4578/2002,Arquivada,Prop_Detalhe.asp?id=64552
377,377, Jair Bolsonaro - PPB/RJ.,2002-11-26,Solicita informações ao Senhor Ministro de Estado da Defesa sobre repasse de recursos para os Fundos de Saúde das Forças Armadas. Explicação: Ministro Geraldo Quintão.,RIC-4699/2002,Arquivada,Prop_Detalhe.asp?id=99067
378,378, Jair Bolsonaro - PPB/RJ.,2001-03-29,"Sugere ao Poder Executivo, por intermédio do Ministério da Cultura, que os projetos culturais aprovados pela ""Lei Rouanet"", mas que não obtiveram a captação de recursos pela via do mecenato, possam ser beneficiados pelos recursos do Fundo Nacional de Cultura (FNC).",INC-1568/2001,Arquivada,Prop_Detalhe.asp?id=27040
379,379, Jair Bolsonaro - PPB/RJ.,2001-02-06,"Altera a data do pagamento dos militares e dos servidores públicos civis. Explicação: Fixa a data de pagamento dos servidores civis, militares, aposentados, pesionistas, até o último dia útil dos meses de janeiro a novembro e até o segundo dia útil do mês subsequente, no mês de dezembro.",PL-4050/2001,Aguardando Parecer,Prop_Detalhe.asp?id=26270
380,380, Jair Bolsonaro - PPB/RJ.,2001-03-14,"Altera a Lei nº 9.294, de 15 de julho de 1996, que ""dispõe sobre as restrições ao uso e à propaganda de produtos fumígenos, bebidas alcoólicas, medicamentos, terapias, defensivos agrícolas, nos termos do § 4º do art. 220, da Constituição Federal"", para proibir o consumo de bebidas alcoólicas em aeronaves comerciais.",PL-4273/2001,Arquivada,Prop_Detalhe.asp?id=26719
381,381, Jair Bolsonaro - PPB/RJ.,2001-04-05,"Solicita seja convocado o Senhor Ministro de Estado da Defesa, a fim de prestar informações e esclarecimentos sobre a remuneração dos militares das Forças Armadas.",REQ-12/2001 CREDN,Arquivada,Prop_Detalhe.asp?id=27270
382,382, Jair Bolsonaro - PPB/RJ.,2001-04-05,"Solicita a constituição de Subcomissão Especial para estudo, análise e apresentação de parecer sobre a MP 2.131, que ""dispõe sobre a reestruturação da remuneração dos militares das Forças Armadas, altera a Lei nº 3.765, de 4 de maio de 1960, e 6.880, de 9 de dezembro de 1980, e dá outras providências"", com poderes para, mediante prévio aviso ao Ministro da Defesa, visitar, palestrar e ouvir quaisquer de seus integrantes, em horário de expediente, em Organizações Militares da Marinha, do Exército e da Aeronáutica visando a obter informações sobre o reflexo do mencionado dispositivo legal sobre a tropa.

OBS. DA CTASP: NAO FOI VOTADO.",REQ-26/2001 CTASP,Arquivada,Prop_Detalhe.asp?id=29502
383,383, Jair Bolsonaro - PPB/RJ.,2001-06-27,"Solicita seja requerido ao Tribunal de Contas da União que realize auditoria operacional, financeira e contábil nas contas do Comando da 1ª Região Militar, Rio de Janeiro - RJ, nos anos de 1998 a 2000.

OBS. DA CTASP: APROVADO UNANIMEMENTE EM 25.04.01. ENCAMINHADO OFICIO PRES. 157, DE 2001, AO PRESIDENTE DO TCU, SOLICITANDO PROVIDENCIAS.",REQ-50/2001 CTASP,Arquivada,Prop_Detalhe.asp?id=29784
384,384, Jair Bolsonaro - PPB/RJ.,2001-04-19,Solicita informações ao Ministério da Fazenda sobre o montante repassado ao Governo do Estado do Rio de Janeiro para pagamento dos integrantes e de pensionistas da Polícia Militar e Corpo de Bombeiros Militar do antigo Distrito Federal. Explicação: Ministro Pedro Malan,RIC-3174/2001,Arquivada,Prop_Detalhe.asp?id=27839
385,385, Jair Bolsonaro - PPB/RJ.,2000-02-22,"Altera o § 2º do art. 30 da Lei nº 9.250, de 26 de dezembro de 1995, para incluir a diabetes na relação de moléstias a que se refere o inciso XIV do art. 6º da Lei nº 7.713, de 22 de dezembro de 1988, com a redação dada pelo art. 47 da Lei nº 8.541, de 23 de dezembro de 1992 (isenção do imposto de renda). Explicação: Concede isenção do imposto de renda ao aposentado, pensionista e militar reformado portador de diabetes.
",PL-2478/2000,Tramitando em Conjunto,Prop_Detalhe.asp?id=18179
386,386, Jair Bolsonaro - PPB/RJ.,2000-03-29,"Dispõe sobre a assistência médico-hospitalar aos ex-combatentes que tenham participado de operações bélicas durante a Segunda Guerra Mundial, nos termos da Lei nº 5.315, de 12 de setembro de 1967, e aos seus dependentes.",PL-2712/2000,Tramitando em Conjunto,Prop_Detalhe.asp?id=18525
387,387, Jair Bolsonaro - PPB/RJ.,2000-04-06,"Acrescenta o § 4º ao art. 261 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal. Explicação: Inclui como crime o descumprimento de instrução recebida de tripulante que possa ameaçar a segurança da embarcação ou aeronave ou causar dano à saúde e à integridade das pessoas a bordo.
",PL-2799/2000,Pronta para Pauta,Prop_Detalhe.asp?id=18642
388,388, Jair Bolsonaro - PPB/RJ.,2000-06-06,"Altera a Lei nº 8.906, de 4 de julho de 1994, Estatuto da Advocacia e da OAB, incluindo um § 3º ao art. 28. Explicação: Dispõe que qualquer bacharel em direito, mesmo que esteja em situação de impedimento do exercício da advocacia, poderá prestar o exame da Ordem dos Advogados do Brasil, (OAB).
",PL-3177/2000,Tramitando em Conjunto,Prop_Detalhe.asp?id=19224
389,389, Jair Bolsonaro - PPB/RJ.,2000-09-13,"Acrescenta dispositivo à Lei nº 9.279, de 14 de maio de 1996, que regula direito e obrigações relativos à propriedade industrial. Explicação: Estabelece que se for possivel inutilizar a marca falsificada sem a destruição do produto, esse será destinado ao Programa Comunidade Solidária para doação a pessoas carentes.
",PL-3572/2000,Arquivada,Prop_Detalhe.asp?id=19864
390,390, Jair Bolsonaro - PPB/RJ.,2000-10-18,"Concede anistia de multas aplicadas a militares com base no art. 15, inciso I, ""e"", da Lei nº 8.025, de 12 de abril de 1990. Explicação: Anistia as multas aplicadas aos militares por supostas irregularidades na ocupação de imóveis funcionais.
",PL-3662/2000,Arquivada,Prop_Detalhe.asp?id=20014
391,391, JAIR MESSIAS BOLSONARO - PPB/RJ.,2000-03-29,Requerimento de informações ao Ministro da Defesa sobre os Colégios Militares.,RIC-1884/2000,Arquivada,Prop_Detalhe.asp?id=39926
392,392, JAIR MESSIAS BOLSONARO - PPB/RJ.,2000-05-11,"Requerimento de informações ao Ministro da Defesa, sobre o Convênio firmado entre o Comando da Aeronáutica e a PLANAJUR-ASS. JURÍDICA.",RIC-2172/2000,Arquivada,Prop_Detalhe.asp?id=40178
393,393, JAIR MESSIAS BOLSONARO - PPB/RJ.,2000-05-18,Requerimento de informações ao Ministro da Defesa sobre procedimentos tomados pelo Comandante do 6º GACosM.,RIC-2198/2000,Arquivada,Prop_Detalhe.asp?id=40204
394,394, JAIR MESSIAS BOLSONARO - PPB/RJ.,2000-06-13,"Requerimento de informações ao Ministro da Educação a respeito do descumprimento, por parte das instituições públicas de ensino, da Lei nº 9536, de 1997.",RIC-2296/2000,Arquivada,Prop_Detalhe.asp?id=40296
395,395, Jair Bolsonaro - PPB/RJ.,2000-11-22,"SOLICITA INFORMAÇÕES AO MINISTÉRIO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO SOBRE A GRATIFICAÇÃO PAGA INDEVIDAMENTE.
 Explicação: GRATIFICAÇÃO DE PRODUÇÃO SUPLEMENTAR (GPS) RECEBIDAS PELOS FUNCIONÁRIOS DA IMPRENSA NACIONAL.
(MINISTRO MARTUS TAVARES).
",RIC-2656/2000,Arquivada,Prop_Detalhe.asp?id=22448
396,396, Jair Bolsonaro - PTB/RJ.,1999-12-01,,EMC-12/1999 PEC13699 => PEC-136/1999,,Prop_Detalhe.asp?id=253890
397,397, Jair Bolsonaro - PTB/RJ.,1999-12-01,,EMC-13/1999 PEC13699 => PEC-136/1999,,Prop_Detalhe.asp?id=253862
398,398, JAIR MESSIAS BOLSONARO - PPB/RJ.,1999-05-20,"SUGERE AO PODER EXECUTIVO, POR INTERMÉDIO DO MINISTERIO DA AERONÁUTICA, A ADOÇÃO DE MEDIDAS DETERMINANDO PUNIÇÕES PARA PESSOAS QUE SE UTILIZEM IRREGULARMENTE DE APARELHO CELULAR A BORDO DE AVIÕES DE CARREIRA.",INC-270/1999,,Prop_Detalhe.asp?id=160712
399,399, JAIR MESSIAS BOLSONARO - PPB/RJ.,1999-09-30,"Requerimento de informações ao Ministro do Desenvolvimento, Indústria e Comércio sobre remuneração da Diretoria Executiva do SEBRAE.",RIC-1321/1999,Arquivada,Prop_Detalhe.asp?id=39391
